StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3_1,QID3_2,QID3_3,QID4_1,QID4_2,QID4_3,QID5_1,QID5_2,QID5_3,QID6_1,QID6_2,QID6_3,QID7_1,QID7_2,QID7_3,QID8_1,QID8_2,QID8_3,QID9,QID10,QID11_1,QID11_2,QID11_3,QID12_1,QID12_2,QID12_3,QID13_1,QID13_2,QID13_3,QID14_1,QID14_2,QID14_3,QID15_1,QID15_2,QID15_3,QID16_1,QID16_2,QID16_3,QID17_1,QID17_2,QID17_3,QID18_1,QID18_2,QID18_3,QID19_1,QID19_2,QID19_3,QID20_1,QID20_2,QID20_3,QID21,QID22,QID23_1,QID23_2,QID23_3,QID24_1,QID24_2,QID24_3,QID25_1,QID25_2,QID25_3,QID26_1,QID26_2,QID26_3,QID27_1,QID27_2,QID27_3,QID28_1,QID28_2,QID28_3,QID29_1,QID29_2,QID29_3,QID30_1,QID30_2,QID30_3,QID31_1,QID31_2,QID31_3,QID32_1,QID32_2,QID32_3,QID33,QID34,QID35_1,QID35_2,QID35_3,QID36_1,QID36_2,QID36_3,QID37_1,QID37_2,QID37_3,QID38_1,QID38_2,QID38_3,QID39_1,QID39_2,QID39_3,QID40_1,QID40_2,QID40_3,QID41_1,QID41_2,QID41_3,QID42_1,QID42_2,QID42_3,QID43_1,QID43_2,QID43_3,QID44_1,QID44_2,QID44_3,QID45_1,QID45_2,QID45_3,QID46,QID47,QID48_1,QID48_2,QID48_3,QID49_1,QID49_2,QID49_3,QID50_1,QID50_2,QID50_3,QID51,QID52,QID53_1,QID53_2,QID53_3,QID54_1,QID54_2,QID54_3,QID55_1,QID55_2,QID55_3,QID56_1,QID56_2,QID56_3,QID57_1,QID57_2,QID57_3,QID58,QID59,QID60_1,QID60_2,QID60_3,QID61_1,QID61_2,QID61_3,QID62_1,QID62_2,QID62_3,QID63_1,QID63_2,QID63_3,QID64_1,QID64_2,QID64_3,QID65,QID66,QID67_1,QID67_2,QID67_3,QID68_1,QID68_2,QID68_3,QID69_1,QID69_2,QID69_3,QID70_1,QID70_2,QID70_3,QID71_1,QID71_2,QID71_3,QID72_1,QID72_2,QID72_3,QID73_1,QID73_2,QID73_3,QID74_1,QID74_2,QID74_3,QID75,QID76
{'arriveby': '13:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '13:11', 'price': '7.84 pounds', 'trainid': 'TR7178', 'ref': '00000516'}
{'arriveby': '18:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '18:11', 'price': '7.84 pounds', 'trainid': 'TR9408', 'ref': '00000521'}
 



Agent: Your booking is successful, the train ID for one of the trains is TR3297, and your reference code is 4T2E6R8G, please note that I've booked the train that leaves at 09:11 and arrives at 09:58, if you need any further changes, please let me know.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: I would like to book a room in a hotel, please. 

Agent: There are 33 hotels that match your query, to narrow down the results, could you please provide more information such as your preferred area, price range, or type of hotel, for example, you might like the Kirkwood House, a 4-star guesthouse in the north area with internet and parking available. 

User: Yes, I would like a hotel in the north please. 

Agent: There are 13 hotels in the north area that match your query, to narrow down the results, could you please provide more information such as your preferred price range or type of hotel, for example, you might like the Archway House, a 4-star guesthouse with internet and parking available, or the Worth House, a cheap 4-star guesthouse with internet and parking available. 

User: i would like to hear about the ashley hotel please 

Agent: The Ashley Hotel is a moderate priced 2-star hotel in the north area with internet and parking available, located at 74 Chesterton Road, with phone number 01223350059, and postcode cb41er, would you like to book a room there, please provide number of people and nights you'd like to stay. 

User: Sounds promising. Do tell, what would be the Ashley's phone number and postcode? 

Agent: The Ashley Hotel's phone number is 01223350059 and postcode is cb41er, to proceed with booking, please provide the number of people and nights you'd like to stay. 

User: Yes you can help me find a train from Kings Lynn to Cambridge 

Agent: There are 133 trains from Kings Lynn to Cambridge, to narrow down the results, could you please provide more information such as your preferred day of travel, time of departure or arrival, or number of people booking, for example, you might like the train TR5664 which leaves at 18:11 and arrives at 18:58 on Tuesday, or the train TR3297 which leaves at 09:11 and arrives at 09:58 on Saturday. 

User: I would like to depart on saturday and arrive by 16:30. What is the exact departure time, price, and train ID? 

Agent: There are 19 trains from Kings Lynn to Cambridge on Saturday that arrive by 16:30, to narrow down the results, could you please provide more information such as your preferred time of departure or number of people booking, for example, you might like the train TR4235 which leaves at 16:11 and arrives at 16:58, or the train TR3297 which leaves at 09:11 and arrives at 09:58, both priced at 7.84 pounds. 

User: Yes please book those seats. Could you please provide me with the train ID? 

Agent: Your booking is successful, the train ID for one of the trains is TR3297, and your reference code is 4T2E6R8G, please note that I've booked the train that leaves at 09:11 and arrives at 09:58, if you need any further changes, please let me know. 

User: No! The train needs to arrive by 16:30, not 5:58 



Database Result: 

Count: 19


{'arriveby': '18:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '18:11', 'price': '7.84 pounds', 'trainid': 'TR9408', 'ref': '00000521'}
{'arriveby': '10:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '10:11', 'price': '7.84 pounds', 'trainid': 'TR2514', 'ref': '00000513'}
{'arriveby': '23:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '23:11', 'price': '7.84 pounds', 'trainid': 'TR9320', 'ref': '00000526'}
{'arriveby': '19:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '19:11', 'price': '7.84 pounds', 'trainid': 'TR4109', 'ref': '00000522'}
{'arriveby': '16:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '16:11', 'price': '7.84 pounds', 'trainid': 'TR4235', 'ref': '00000519'}
 



Agent: There are 19 trains from Kings Lynn to Cambridge on Saturday that arrive by 16:30, to narrow down the results, could you please provide more information such as your preferred time of departure or number of people booking, for example, you might like the train TR4235 which leaves at 16:11 and arrives at 16:58, or you can also consider the train that leaves at 15:11 and arrives at 15:58, both priced at 7.84 pounds.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: I would like to book a room in a hotel, please. 

Agent: There are 33 hotels that match your query, to narrow down the results, could you please provide more information such as your preferred area, price range, or type of hotel, for example, you might like the Kirkwood House, a 4-star guesthouse in the north area with internet and parking available. 

User: Yes, I would like a hotel in the north please. 

Agent: There are 13 hotels in the north area that match your query, to narrow down the results, could you please provide more information such as your preferred price range or type of hotel, for example, you might like the Archway House, a 4-star guesthouse with internet and parking available, or the Worth House, a cheap 4-star guesthouse with internet and parking available. 

User: i would like to hear about the ashley hotel please 

Agent: The Ashley Hotel is a moderate priced 2-star hotel in the north area with internet and parking available, located at 74 Chesterton Road, with phone number 01223350059, and postcode cb41er, would you like to book a room there, please provide number of people and nights you'd like to stay. 

User: Sounds promising. Do tell, what would be the Ashley's phone number and postcode? 

Agent: The Ashley Hotel's phone number is 01223350059 and postcode is cb41er, to proceed with booking, please provide the number of people and nights you'd like to stay. 

User: Yes you can help me find a train from Kings Lynn to Cambridge 

Agent: There are 133 trains from Kings Lynn to Cambridge, to narrow down the results, could you please provide more information such as your preferred day of travel, time of departure or arrival, or number of people booking, for example, you might like the train TR5664 which leaves at 18:11 and arrives at 18:58 on Tuesday, or the train TR3297 which leaves at 09:11 and arrives at 09:58 on Saturday. 

User: I would like to depart on saturday and arrive by 16:30. What is the exact departure time, price, and train ID? 

Agent: There are 19 trains from Kings Lynn to Cambridge on Saturday that arrive by 16:30, to narrow down the results, could you please provide more information such as your preferred time of departure or number of people booking, for example, you might like the train TR4235 which leaves at 16:11 and arrives at 16:58, or the train TR3297 which leaves at 09:11 and arrives at 09:58, both priced at 7.84 pounds. 

User: Yes please book those seats. Could you please provide me with the train ID? 

Agent: Your booking is successful, the train ID for one of the trains is TR3297, and your reference code is 4T2E6R8G, please note that I've booked the train that leaves at 09:11 and arrives at 09:58, if you need any further changes, please let me know. 

User: No! The train needs to arrive by 16:30, not 5:58 



Database Result: 

Count: 19


{'arriveby': '18:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '18:11', 'price': '7.84 pounds', 'trainid': 'TR9408', 'ref': '00000521'}
{'arriveby': '10:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '10:11', 'price': '7.84 pounds', 'trainid': 'TR2514', 'ref': '00000513'}
{'arriveby': '23:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '23:11', 'price': '7.84 pounds', 'trainid': 'TR9320', 'ref': '00000526'}
{'arriveby': '19:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '19:11', 'price': '7.84 pounds', 'trainid': 'TR4109', 'ref': '00000522'}
{'arriveby': '16:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '16:11', 'price': '7.84 pounds', 'trainid': 'TR4235', 'ref': '00000519'}
 



Agent: There are 19 trains from Kings Lynn to Cambridge on Saturday that arrive by 16:30, to narrow down the results, could you please provide more information such as your preferred time of departure or number of people booking, for example, you might like the train TR4235 which leaves at 16:11 and arrives at 16:58, or you can also consider the train that leaves at 15:11 and arrives at 15:58, both priced at 7.84 pounds.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: I would like to book a room in a hotel, please. 

Agent: There are 33 hotels that match your query, to narrow down the results, could you please provide more information such as your preferred area, price range, or type of hotel, for example, you might like the Kirkwood House, a 4-star guesthouse in the north area with internet and parking available. 

User: Yes, I would like a hotel in the north please. 

Agent: There are 13 hotels in the north area that match your query, to narrow down the results, could you please provide more information such as your preferred price range or type of hotel, for example, you might like the Archway House, a 4-star guesthouse with internet and parking available, or the Worth House, a cheap 4-star guesthouse with internet and parking available. 

User: i would like to hear about the ashley hotel please 

Agent: The Ashley Hotel is a moderate priced 2-star hotel in the north area with internet and parking available, located at 74 Chesterton Road, with phone number 01223350059, and postcode cb41er, would you like to book a room there, please provide number of people and nights you'd like to stay. 

User: Sounds promising. Do tell, what would be the Ashley's phone number and postcode? 

Agent: The Ashley Hotel's phone number is 01223350059 and postcode is cb41er, to proceed with booking, please provide the number of people and nights you'd like to stay. 

User: Yes you can help me find a train from Kings Lynn to Cambridge 

Agent: There are 133 trains from Kings Lynn to Cambridge, to narrow down the results, could you please provide more information such as your preferred day of travel, time of departure or arrival, or number of people booking, for example, you might like the train TR5664 which leaves at 18:11 and arrives at 18:58 on Tuesday, or the train TR3297 which leaves at 09:11 and arrives at 09:58 on Saturday. 

User: I would like to depart on saturday and arrive by 16:30. What is the exact departure time, price, and train ID? 

Agent: There are 19 trains from Kings Lynn to Cambridge on Saturday that arrive by 16:30, to narrow down the results, could you please provide more information such as your preferred time of departure or number of people booking, for example, you might like the train TR4235 which leaves at 16:11 and arrives at 16:58, or the train TR3297 which leaves at 09:11 and arrives at 09:58, both priced at 7.84 pounds. 

User: Yes please book those seats. Could you please provide me with the train ID? 

Agent: Your booking is successful, the train ID for one of the trains is TR3297, and your reference code is 4T2E6R8G, please note that I've booked the train that leaves at 09:11 and arrives at 09:58, if you need any further changes, please let me know. 

User: No! The train needs to arrive by 16:30, not 5:58 



Database Result: 

Count: 19


{'arriveby': '18:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '18:11', 'price': '7.84 pounds', 'trainid': 'TR9408', 'ref': '00000521'}
{'arriveby': '10:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '10:11', 'price': '7.84 pounds', 'trainid': 'TR2514', 'ref': '00000513'}
{'arriveby': '23:58', 'day': 'saturday', 'departure': 'kings lynn', 'destination': 'cambridge', 'duration': '47 minutes', 'leaveat': '23:11', 'price': '7.84 pounds', 'trainid': 'TR9320', 'ref': '00000526'}
